Well: C1 - MDCK II
Spectrum: Run.1 measured at 11/01/2008 2:17:37 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
59948.43,23.26,-5.54
77426.37,23.21,-4.67
100000.00,23.19,-4.02


Well: C4 - MDCK II
Spectrum: Run.123 measured at 14/01/2008 9:58:53 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6552.02,-82.16
1.29,5200.55,-81.88
1.67,4094.11,-81.56
2.15,3239.29,-81.84
2.78,2546.86,-81.54
3.59,2004.11,-80.26
4.64,1583.56,-79.98
5.99,1262.44,-78.07
7.74,997.61,-77.53
10.00,795.01,-74.59
12.92,633.97,-72.83
16.68,508.76,-70.12
21.54,409.97,-67.55
27.83,336.85,-64.40
35.94,277.58,-60.72
46.42,232.21,-56.65
59.95,199.04,-52.38
77.43,172.72,-47.94
100.00,152.88,-43.85
129.15,137.25,-40.10
166.81,125.03,-36.77
215.44,115.00,-34.02
278.26,106.82,-31.83
359.38,100.17,-30.30
464.16,94.24,-29.64
599.48,88.84,-29.76
774.26,83.25,-30.73
1000.00,77.12,-32.51
1291.55,70.21,-34.63
1668.10,62.76,-36.64
2154.43,54.99,-38.05
2782.56,47.68,-38.31
3593.81,41.26,-37.22
4641.59,36.00,-34.77
5994.84,32.00,-31.28
7742.64,29.04,-27.09
10000.00,27.00,-22.91
12915.50,25.61,-18.92
16681.01,24.68,-15.40
21544.35,24.08,-12.49
27825.59,23.79,-9.79
35938.14,23.52,-7.98
46415.89,23.25,-6.81
59948.43,23.21,-5.72
77426.37,23.17,-4.70
100000.00,23.06,-4.30


Well: C4 - MDCK II
Spectrum: Run.124 measured at 14/01/2008 10:32:13 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6575.47,-82.47
1.29,5191.21,-81.93
1.67,4096.07,-81.50
2.15,3229.75,-81.34
2.78,2552.36,-80.96
3.59,2002.51,-80.21
4.64,1584.67,-79.60
5.99,1254.51,-78.41
7.74,993.52,-76.98
10.00,800.87,-75.11
12.92,638.15,-73.07
16.68,513.23,-70.78
21.54,413.30,-68.02
27.83,337.53,-64.54
35.94,277.94,-60.86
46.42,233.03,-56.67
59.95,199.30,-52.45
77.43,173.15,-47.97
100.00,152.64,-43.89
129.15,137.33,-40.14
166.81,124.94,-36.79
215.44,115.12,-34.02
278.26,107.08,-31.76
359.38,100.35,-30.20
464.16,94.40,-29.46
599.48,89.05,-29.59
774.26,83.50,-30.60
1000.00,77.41,-32.25
1291.55,70.47,-34.43
1668.10,62.92,-36.46
2154.43,55.23,-37.79
2782.56,47.88,-38.08
3593.81,41.42,-36.96
4641.59,36.16,-34.52
5994.84,32.13,-31.10
7742.64,29.19,-26.96
10000.00,27.15,-22.71
12915.50,25.75,-18.79
16681.01,24.84,-15.32
21544.35,24.24,-12.28
27825.59,23.88,-9.70
35938.14,23.65,-7.85
46415.89,23.40,-6.64
59948.43,23.32,-5.41
77426.37,23.22,-4.69
100000.00,23.22,-3.98


Well: C4 - MDCK II
Spectrum: Run.125 measured at 14/01/2008 11:05:38 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6617.67,-82.03
1.29,5198.93,-82.18
1.67,4099.86,-82.17
2.15,3234.56,-81.25
2.78,2546.58,-80.90
3.59,2011.64,-80.36
4.64,1603.67,-79.47
5.99,1262.43,-78.21
7.74,1008.70,-77.20
10.00,802.23,-74.71
12.92,637.68,-73.08
16.68,511.90,-70.26
21.54,413.10,-67.98
27.83,336.50,-64.80
35.94,277.88,-60.86
46.42,232.70,-56.86
59.95,198.28,-52.46
77.43,172.27,-48.14
100.00,152.68,-43.93
129.15,137.01,-40.18
166.81,124.70,-36.84
215.44,114.80,-34.02
278.26,106.59,-31.79
359.38,99.98,-30.24
464.16,94.21,-29.46
599.48,88.72,-29.53
774.26,83.27,-30.52
1000.00,77.12,-32.26
1291.55,70.31,-34.36
1668.10,62.89,-36.40
2154.43,55.21,-37.81
2782.56,47.89,-38.03
3593.81,41.48,-37.05
4641.59,36.18,-34.65
5994.84,32.14,-31.11
7742.64,29.20,-27.11
10000.00,27.13,-22.88
12915.50,25.72,-18.89
16681.01,24.78,-15.28
21544.35,24.21,-12.34
27825.59,23.84,-9.79
35938.14,23.62,-7.92
46415.89,23.34,-6.68
59948.43,23.28,-5.59
77426.37,23.23,-4.68
100000.00,23.20,-4.18


Well: C4 - MDCK II
Spectrum: Run.126 measured at 14/01/2008 11:38:54 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6598.85,-82.32
1.29,5195.51,-82.13
1.67,4111.86,-81.74
2.15,3258.04,-81.46
2.78,2538.63,-80.90
3.59,2019.63,-80.25
4.64,1580.08,-79.89
5.99,1260.02,-78.31
7.74,997.71,-77.30
10.00,803.17,-75.00
12.92,632.85,-72.81
16.68,512.46,-70.69
21.54,411.15,-67.70
27.83,337.48,-64.82
35.94,277.23,-60.88
46.42,232.12,-56.79
59.95,199.09,-52.46
77.43,172.24,-48.18
100.00,152.48,-43.99
129.15,136.68,-40.23
166.81,124.36,-36.92
215.44,114.55,-34.11
278.26,106.36,-31.85
359.38,99.69,-30.27
464.16,93.86,-29.46
599.48,88.55,-29.48
774.26,83.04,-30.47
1000.00,77.06,-32.09
1291.55,70.30,-34.24
1668.10,62.87,-36.27
2154.43,55.21,-37.66
2782.56,47.92,-38.02
3593.81,41.51,-37.00
4641.59,36.18,-34.61
5994.84,32.21,-31.19
7742.64,29.21,-27.10
10000.00,27.12,-22.88
12915.50,25.71,-18.94
16681.01,24.80,-15.48
21544.35,24.20,-12.38
27825.59,23.87,-9.80
35938.14,23.62,-7.76
46415.89,23.35,-6.66
59948.43,23.25,-5.53
77426.37,23.23,-4.77
100000.00,23.15,-4.15


Well: C4 - MDCK II
Spectrum: Run.127 measured at 14/01/2008 12:12:09 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6590.81,-82.41
1.29,5226.60,-82.38
1.67,4081.18,-81.48
2.15,3252.49,-81.91
2.78,2530.24,-81.13
3.59,2021.85,-81.01
4.64,1588.44,-79.66
5.99,1257.98,-78.54
7.74,995.30,-77.28
10.00,799.09,-75.07
12.92,639.01,-72.94
16.68,512.17,-70.94
21.54,410.88,-68.13
27.83,335.03,-64.70
35.94,277.55,-61.26
46.42,232.13,-57.01
59.95,198.78,-52.60
77.43,171.94,-48.25
100.00,152.31,-44.16
129.15,136.33,-40.33
166.81,124.01,-37.01
215.44,114.15,-34.11
278.26,106.08,-31.92
359.38,99.47,-30.27
464.16,93.68,-29.46
599.48,88.33,-29.50
774.26,82.83,-30.40
1000.00,76.95,-32.05
1291.55,70.16,-34.14
1668.10,62.77,-36.21
2154.43,55.22,-37.67
2782.56,47.96,-38.05
3593.81,41.63,-36.97
4641.59,36.24,-34.66
5994.84,32.19,-31.25
7742.64,29.26,-27.25
10000.00,27.13,-23.01
12915.50,25.75,-19.03
16681.01,24.81,-15.42
21544.35,24.22,-12.45
27825.59,23.88,-9.90
35938.14,23.60,-7.95
46415.89,23.37,-6.82
59948.43,23.29,-5.74
77426.37,23.17,-4.85
100000.00,23.16,-4.16


Well: C4 - MDCK II
Spectrum: Run.128 measured at 2/05/2017 9:46:42 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
100000.00,57.06,-2.03


Well: C4 - MDCK II
Spectrum: Run.129 measured at 2/05/2017 9:46:53 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
100000.00,57.06,-2.03


Well: C4 - MDCK II
Spectrum: Run.130 measured at 2/05/2017 9:47:03 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
100000.00,57.06,-2.03


Well: C4 - MDCK II
Spectrum: Run.131 measured at 3/05/2017 4:18:02 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,5332.55,-79.76





Well: C5 - MDCK II
Spectrum: Run.1 measured at 11/01/2008 2:29:51 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,7516.08,-81.99
1.29,5961.03,-81.96
1.67,4716.59,-81.82
2.15,3729.75,-81.56
2.78,2961.01,-81.90
3.59,2338.01,-81.79
4.64,1829.34,-81.83
5.99,1449.70,-80.52
7.74,1145.83,-80.51
10.00,909.55,-80.18
12.92,725.75,-77.59
16.68,577.16,-76.55
21.54,459.61,-74.99
27.83,368.90,-73.31
35.94,297.50,-71.23
46.42,241.62,-68.97
59.95,197.02,-66.56
77.43,163.00,-63.87
100.00,136.06,-61.05
129.15,114.45,-58.28
166.81,97.09,-55.42
215.44,83.08,-52.56
278.26,71.42,-49.67
359.38,61.78,-46.60
464.16,53.95,-43.25
599.48,47.60,-39.57
774.26,42.51,-35.58
1000.00,38.56,-31.46
1291.55,35.55,-27.31
1668.10,33.27,-23.28
2154.43,31.67,-19.62
2782.56,30.43,-16.34
3593.81,29.53,-13.41
4641.59,28.95,-10.96
5994.84,28.51,-8.83
7742.64,28.18,-7.08
10000.00,27.97,-5.64
12915.50,27.86,-4.51
16681.01,27.74,-3.60
21544.35,27.70,-2.90
27825.59,27.71,-2.24
35938.14,27.69,-1.93
46415.89,27.61,-1.82
59948.43,27.65,-1.76
77426.37,27.67,-1.68
100000.00,27.72,-1.86


Well: C5 - MDCK II
Spectrum: Run.2 measured at 11/01/2008 3:03:13 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,7391.02,-81.83
1.29,5815.67,-81.96
1.67,4596.46,-82.02
2.15,3646.42,-81.67
2.78,2885.42,-82.07
3.59,2273.90,-81.51
4.64,1794.07,-81.08
5.99,1420.23,-80.17
7.74,1122.87,-79.07
10.00,896.07,-78.22
12.92,712.54,-77.75
16.68,562.37,-76.07
21.54,451.45,-74.96
27.83,360.15,-73.54
35.94,290.77,-71.56
46.42,236.49,-69.22
59.95,192.51,-66.74
77.43,159.07,-64.11
100.00,132.12,-61.30
129.15,111.19,-58.44
166.81,94.34,-55.55
215.44,80.52,-52.73
278.26,69.30,-49.80
359.38,59.91,-46.66
464.16,52.30,-43.27
599.48,46.08,-39.58
774.26,41.18,-35.64
1000.00,37.34,-31.55
1291.55,34.41,-27.38
1668.10,32.20,-23.36
2154.43,30.54,-19.69
2782.56,29.37,-16.27
3593.81,28.58,-13.47
4641.59,27.92,-10.85
5994.84,27.48,-8.84
7742.64,27.15,-6.94
10000.00,26.98,-5.59
12915.50,26.80,-4.43
16681.01,26.72,-3.48
21544.35,26.68,-2.75
27825.59,26.69,-2.00
35938.14,26.71,-1.87
46415.89,26.63,-1.64
59948.43,26.66,-1.70
77426.37,26.70,-1.60
100000.00,26.73,-1.76


Well: C5 - MDCK II
Spectrum: Run.3 measured at 11/01/2008 3:36:26 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,7252.03,-82.20
1.29,5722.35,-81.90
1.67,4525.80,-81.96
2.15,3593.78,-81.91
2.78,2831.11,-81.81
3.59,2239.00,-81.20
4.64,1763.97,-80.89
5.99,1383.72,-80.28
7.74,1097.14,-80.45
10.00,878.33,-78.48
12.92,692.02,-77.66
16.68,554.20,-76.60
21.54,440.72,-75.08
27.83,352.76,-73.53
35.94,284.96,-71.59
46.42,231.26,-69.47
59.95,188.69,-66.92
77.43,155.28,-64.15
100.00,129.43,-61.36
129.15,108.78,-58.51
166.81,92.24,-55.66
215.44,78.73,-52.79
278.26,67.71,-49.82
359.38,58.60,-46.80
464.16,51.13,-43.37
599.48,45.08,-39.70
774.26,40.27,-35.75
1000.00,36.46,-31.67
1291.55,33.62,-27.50
1668.10,31.46,-23.49
2154.43,29.84,-19.78
2782.56,28.69,-16.41
3593.81,27.86,-13.65
4641.59,27.25,-11.10
5994.84,26.82,-8.96
7742.64,26.51,-7.24
10000.00,26.30,-5.80
12915.50,26.13,-4.56
16681.01,26.05,-3.71
21544.35,26.02,-2.87
27825.59,26.05,-2.19
35938.14,26.03,-1.86
46415.89,25.95,-1.82
59948.43,25.97,-1.70
77426.37,25.93,-1.64
100000.00,26.08,-1.74


Well: C5 - MDCK II
Spectrum: Run.4 measured at 11/01/2008 4:09:39 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,7184.52,-82.03
1.29,5642.35,-82.12
1.67,4451.41,-82.51
2.15,3535.76,-81.76
2.78,2775.26,-81.95
3.59,2218.16,-81.99
4.64,1757.72,-80.59
5.99,1376.06,-80.16
7.74,1086.55,-80.87
10.00,865.41,-78.36
12.92,690.27,-77.11
16.68,545.86,-76.49
21.54,435.04,-75.16
27.83,349.18,-73.74
35.94,280.52,-71.60
46.42,227.29,-69.43
59.95,185.71,-66.94
77.43,153.31,-64.21
100.00,127.59,-61.42
129.15,107.16,-58.56
166.81,90.76,-55.69
215.44,77.49,-52.80
278.26,66.62,-49.88
359.38,57.68,-46.79
464.16,50.32,-43.36
599.48,44.36,-39.71
774.26,39.61,-35.79
1000.00,35.88,-31.68
1291.55,33.04,-27.55
1668.10,30.94,-23.56
2154.43,29.34,-19.91
2782.56,28.23,-16.58
3593.81,27.35,-13.59
4641.59,26.79,-11.10
5994.84,26.27,-8.92
7742.64,26.03,-7.17
10000.00,25.80,-5.72
12915.50,25.65,-4.67
16681.01,25.56,-3.66
21544.35,25.51,-2.94
27825.59,25.54,-2.24
35938.14,25.49,-1.87
46415.89,25.44,-1.89
59948.43,25.48,-1.68
77426.37,25.49,-1.66
100000.00,25.55,-1.78


Well: C5 - MDCK II
Spectrum: Run.5 measured at 11/01/2008 4:42:52 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,7060.99,-81.78
1.29,5604.79,-81.86
1.67,4399.06,-81.99
2.15,3468.30,-82.27
2.78,2751.12,-81.65
3.59,2173.93,-82.09
4.64,1730.25,-81.43
5.99,1353.63,-80.36
7.74,1062.80,-79.69
10.00,855.17,-78.12
12.92,676.86,-77.42
16.68,538.63,-76.60
21.54,430.02,-75.34
27.83,344.38,-73.46
35.94,277.26,-71.49
46.42,224.87,-69.40
59.95,183.61,-66.99
77.43,151.32,-64.23
100.00,125.80,-61.46
129.15,105.84,-58.64
166.81,89.56,-55.68
215.44,76.48,-52.84
278.26,65.75,-49.92
359.38,57.00,-46.82
464.16,49.67,-43.45
599.48,43.81,-39.76
774.26,39.05,-35.84
1000.00,35.44,-31.70
1291.55,32.67,-27.58
1668.10,30.58,-23.59
2154.43,28.96,-20.00
2782.56,27.85,-16.58
3593.81,27.06,-13.65
4641.59,26.46,-11.13
5994.84,26.00,-9.00
7742.64,25.71,-7.35
10000.00,25.49,-5.89
12915.50,25.36,-4.63
16681.01,25.25,-3.72
21544.35,25.21,-2.96
27825.59,25.24,-2.29
35938.14,25.22,-2.01
46415.89,25.12,-1.90
59948.43,25.13,-1.79
77426.37,25.20,-1.74
100000.00,25.20,-1.85


Well: C5 - MDCK II
Spectrum: Run.6 measured at 11/01/2008 5:16:04 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,7022.13,-81.82
1.29,5551.06,-82.01
1.67,4367.43,-82.06
2.15,3458.34,-81.92
2.78,2728.86,-81.97
3.59,2156.57,-81.82
4.64,1703.57,-81.53
5.99,1342.43,-80.89
7.74,1063.93,-80.46
10.00,847.44,-78.46
12.92,669.84,-77.35
16.68,532.18,-76.39
21.54,426.84,-75.15
27.83,342.23,-73.47
35.94,274.90,-71.57
46.42,222.17,-69.33
59.95,181.91,-66.97
77.43,149.96,-64.24
100.00,124.83,-61.47
129.15,104.77,-58.66
166.81,88.77,-55.72
215.44,75.68,-52.85
278.26,65.11,-49.92
359.38,56.30,-46.78
464.16,49.17,-43.39
599.48,43.37,-39.70
774.26,38.74,-35.78
1000.00,35.08,-31.67
1291.55,32.32,-27.56
1668.10,30.22,-23.55
2154.43,28.70,-19.88
2782.56,27.58,-16.47
3593.81,26.73,-13.61
4641.59,26.10,-11.09
5994.84,25.74,-8.97
7742.64,25.42,-7.26
10000.00,25.20,-5.81
12915.50,25.10,-4.58
16681.01,24.99,-3.69
21544.35,24.92,-3.03
27825.59,24.98,-2.35
35938.14,24.96,-1.98
46415.89,24.83,-1.95
59948.43,24.85,-1.73
77426.37,24.88,-1.72
100000.00,24.91,-1.79


Well: C5 - MDCK II
Spectrum: Run.7 measured at 11/01/2008 5:49:27 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6994.85,-82.08
1.29,5523.18,-81.58
1.67,4367.45,-81.97
2.15,3435.62,-81.93
2.78,2699.44,-81.32
3.59,2136.35,-81.35
4.64,1694.88,-81.50
5.99,1333.66,-80.82
7.74,1052.27,-80.05
10.00,844.46,-78.98
12.92,663.53,-77.57
16.68,528.32,-76.51
21.54,423.25,-75.15
27.83,339.33,-73.61
35.94,272.90,-71.57
46.42,221.21,-69.39
59.95,180.36,-66.87
77.43,148.90,-64.19
100.00,123.74,-61.49
129.15,104.02,-58.57
166.81,88.14,-55.68
215.44,75.23,-52.86
278.26,64.67,-49.84
359.38,55.94,-46.72
464.16,48.86,-43.36
599.48,43.13,-39.63
774.26,38.49,-35.75
1000.00,34.87,-31.61
1291.55,32.08,-27.49
1668.10,30.08,-23.52
2154.43,28.52,-19.80
2782.56,27.43,-16.50
3593.81,26.60,-13.59
4641.59,25.99,-11.15
5994.84,25.57,-8.95
7742.64,25.28,-7.31
10000.00,25.10,-5.80
12915.50,24.98,-4.68
16681.01,24.87,-3.73
21544.35,24.77,-3.01
27825.59,24.83,-2.24
35938.14,24.83,-1.98
46415.89,24.75,-1.93
59948.43,24.78,-1.79
77426.37,24.77,-1.77
100000.00,24.77,-1.92


Well: C5 - MDCK II
Spectrum: Run.8 measured at 11/01/2008 6:22:39 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6954.68,-81.78
1.29,5517.98,-81.77
1.67,4309.52,-81.99
2.15,3429.73,-82.08
2.78,2708.15,-81.65
3.59,2129.02,-81.44
4.64,1698.38,-80.63
5.99,1340.57,-80.29
7.74,1049.33,-80.05
10.00,842.22,-79.25
12.92,664.76,-77.64
16.68,529.72,-76.93
21.54,422.85,-75.35
27.83,338.92,-73.56
35.94,272.19,-71.79
46.42,220.57,-69.53
59.95,179.97,-67.09
77.43,148.47,-64.33
100.00,123.43,-61.43
129.15,103.82,-58.54
166.81,87.87,-55.67
215.44,75.10,-52.75
278.26,64.53,-49.74
359.38,55.93,-46.62
464.16,48.78,-43.21
599.48,43.06,-39.46
774.26,38.49,-35.57
1000.00,34.91,-31.47
1291.55,32.17,-27.35
1668.10,30.15,-23.38
2154.43,28.64,-19.77
2782.56,27.51,-16.37
3593.81,26.68,-13.47
4641.59,26.11,-10.95
5994.84,25.73,-8.96
7742.64,25.40,-7.12
10000.00,25.27,-5.73
12915.50,25.10,-4.57
16681.01,25.01,-3.67
21544.35,24.96,-2.96
27825.59,24.97,-2.18
35938.14,24.95,-1.92
46415.89,24.86,-1.88
59948.43,24.87,-1.85
77426.37,24.87,-1.83
100000.00,24.90,-1.85


Well: C5 - MDCK II
Spectrum: Run.9 measured at 11/01/2008 6:55:52 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6943.37,-82.08
1.29,5465.61,-82.00
1.67,4303.58,-81.73
2.15,3387.22,-81.86
2.78,2683.79,-81.97
3.59,2131.21,-81.46
4.64,1681.82,-81.42
5.99,1326.61,-80.56
7.74,1045.60,-79.25
10.00,835.53,-78.57
12.92,666.69,-77.79
16.68,526.32,-76.77
21.54,420.55,-75.31
27.83,334.99,-73.63
35.94,270.89,-71.70
46.42,219.12,-69.52
59.95,179.34,-66.91
77.43,147.58,-64.29
100.00,123.20,-61.36
129.15,103.23,-58.49
166.81,87.47,-55.56
215.44,74.72,-52.73
278.26,64.18,-49.68
359.38,55.65,-46.51
464.16,48.57,-43.09
599.48,42.84,-39.41
774.26,38.34,-35.44
1000.00,34.79,-31.28
1291.55,32.06,-27.20
1668.10,30.08,-23.24
2154.43,28.58,-19.65
2782.56,27.44,-16.27
3593.81,26.65,-13.40
4641.59,26.09,-10.88
5994.84,25.64,-8.79
7742.64,25.38,-7.02
10000.00,25.16,-5.69
12915.50,25.04,-4.51
16681.01,24.88,-3.66
21544.35,24.85,-2.96
27825.59,24.88,-2.31
35938.14,24.84,-1.99
46415.89,24.80,-1.91
59948.43,24.72,-1.98
77426.37,24.77,-1.96
100000.00,24.74,-1.97


Well: C5 - MDCK II
Spectrum: Run.10 measured at 11/01/2008 7:29:05 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6894.72,-81.69
1.29,5433.52,-81.82
1.67,4284.52,-82.22
2.15,3393.04,-82.04
2.78,2676.24,-81.85
3.59,2109.26,-80.99
4.64,1657.55,-81.14
5.99,1317.92,-81.07
7.74,1044.88,-79.69
10.00,832.30,-78.40
12.92,659.16,-77.64
16.68,523.88,-76.64
21.54,417.31,-75.30
27.83,334.22,-73.58
35.94,269.42,-71.69
46.42,218.10,-69.42
59.95,178.03,-66.99
77.43,147.20,-64.15
100.00,122.32,-61.38
129.15,102.78,-58.42
166.81,87.12,-55.55
215.44,74.49,-52.59
278.26,64.02,-49.69
359.38,55.42,-46.50
464.16,48.44,-43.05
599.48,42.78,-39.33
774.26,38.27,-35.38
1000.00,34.74,-31.31
1291.55,32.02,-27.20
1668.10,30.05,-23.21
2154.43,28.51,-19.62
2782.56,27.44,-16.29
3593.81,26.65,-13.37
4641.59,26.09,-10.97
5994.84,25.68,-8.91
7742.64,25.40,-7.24
10000.00,25.23,-5.78
12915.50,25.09,-4.66
16681.01,24.99,-3.74
21544.35,24.91,-3.01
27825.59,24.93,-2.28
35938.14,24.90,-2.04
46415.89,24.83,-2.10
59948.43,24.86,-1.97
77426.37,24.84,-1.99
100000.00,24.77,-2.07


Well: C5 - MDCK II
Spectrum: Run.11 measured at 11/01/2008 8:02:18 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6845.45,-81.67
1.29,5436.13,-82.11
1.67,4282.26,-81.89
2.15,3374.80,-81.79
2.78,2659.26,-81.47
3.59,2095.59,-81.53
4.64,1652.50,-81.65
5.99,1303.29,-81.42
7.74,1037.44,-79.39
10.00,831.02,-78.86
12.92,660.18,-77.49
16.68,525.68,-76.64
21.54,416.64,-75.19
27.83,333.59,-73.40
35.94,268.47,-71.56
46.42,218.07,-69.42
59.95,177.85,-66.73
77.43,146.56,-64.06
100.00,122.08,-61.23
129.15,102.58,-58.39
166.81,86.96,-55.45
215.44,74.15,-52.46
278.26,63.87,-49.52
359.38,55.33,-46.33
464.16,48.36,-42.89
599.48,42.72,-39.18
774.26,38.24,-35.21
1000.00,34.71,-31.04
1291.55,32.07,-27.04
1668.10,30.01,-23.03
2154.43,28.56,-19.42
2782.56,27.43,-16.24
3593.81,26.62,-13.40
4641.59,26.13,-10.87
5994.84,25.69,-8.83
7742.64,25.42,-7.17
10000.00,25.18,-5.72
12915.50,25.07,-4.60
16681.01,24.93,-3.74
21544.35,24.86,-3.00
27825.59,24.88,-2.40
35938.14,24.82,-2.04
46415.89,24.75,-2.09
59948.43,24.76,-2.13
77426.37,24.75,-2.05
100000.00,24.70,-2.23


Well: C5 - MDCK II
Spectrum: Run.12 measured at 11/01/2008 8:35:30 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6838.01,-81.78
1.29,5434.14,-81.94
1.67,4250.55,-81.93
2.15,3378.06,-81.86
2.78,2652.81,-81.45
3.59,2112.10,-81.59
4.64,1648.23,-81.07
5.99,1303.12,-80.46
7.74,1034.55,-79.72
10.00,831.29,-78.19
12.92,659.94,-77.85
16.68,523.88,-76.51
21.54,416.22,-75.17
27.83,333.94,-73.54
35.94,268.24,-71.59
46.42,217.11,-69.34
59.95,177.34,-66.70
77.43,146.45,-64.02
100.00,121.95,-61.18
129.15,102.32,-58.25
166.81,86.80,-55.34
215.44,74.15,-52.42
278.26,63.74,-49.38
359.38,55.27,-46.22
464.16,48.32,-42.78
599.48,42.62,-39.09
774.26,38.18,-35.06
1000.00,34.72,-31.00
1291.55,32.04,-26.84
1668.10,30.07,-22.91
2154.43,28.56,-19.32
2782.56,27.47,-16.00
3593.81,26.73,-13.17
4641.59,26.15,-10.75
5994.84,25.74,-8.71
7742.64,25.45,-6.97
10000.00,25.21,-5.69
12915.50,25.11,-4.51
16681.01,25.01,-3.57
21544.35,24.95,-2.93
27825.59,24.93,-2.29
35938.14,24.91,-2.04
46415.89,24.77,-2.14
59948.43,24.79,-2.16
77426.37,24.79,-2.15
100000.00,24.70,-2.24


Well: C5 - MDCK II
Spectrum: Run.13 measured at 11/01/2008 9:08:43 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6815.47,-81.93
1.29,5416.99,-81.98
1.67,4228.30,-82.03
2.15,3349.67,-82.22
2.78,2651.68,-81.51
3.59,2091.74,-81.59
4.64,1652.57,-81.27
5.99,1307.81,-79.41
7.74,1051.64,-79.46
10.00,828.30,-79.22
12.92,655.62,-77.57
16.68,521.43,-76.65
21.54,413.81,-75.22
27.83,332.78,-73.65
35.94,267.11,-71.69
46.42,216.95,-69.35
59.95,176.98,-66.80
77.43,146.17,-63.99
100.00,121.71,-61.15
129.15,102.30,-58.31
166.81,86.72,-55.32
215.44,74.01,-52.37
278.26,63.78,-49.38
359.38,55.18,-46.21
464.16,48.29,-42.75
599.48,42.64,-38.96
774.26,38.22,-34.95
1000.00,34.71,-30.82
1291.55,32.07,-26.77
1668.10,30.11,-22.83
2154.43,28.63,-19.21
2782.56,27.56,-15.91
3593.81,26.74,-13.13
4641.59,26.20,-10.66
5994.84,25.76,-8.67
7742.64,25.48,-6.95
10000.00,25.28,-5.65
12915.50,25.17,-4.48
16681.01,25.04,-3.73
21544.35,25.00,-3.07
27825.59,24.99,-2.43
35938.14,24.90,-2.16
46415.89,24.85,-2.10
59948.43,24.79,-2.21
77426.37,24.79,-2.19
100000.00,24.72,-2.26


Well: C5 - MDCK II
Spectrum: Run.14 measured at 11/01/2008 9:41:56 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6831.22,-81.81
1.29,5421.45,-81.76
1.67,4229.62,-82.16
2.15,3362.55,-81.71
2.78,2644.54,-81.92
3.59,2071.89,-81.52
4.64,1650.38,-81.23
5.99,1291.83,-80.35
7.74,1024.60,-79.63
10.00,826.46,-79.24
12.92,651.13,-77.93
16.68,522.54,-76.43
21.54,414.73,-75.13
27.83,331.75,-73.58
35.94,267.36,-71.55
46.42,216.40,-69.26
59.95,177.05,-66.72
77.43,146.08,-63.97
100.00,121.70,-61.07
129.15,102.20,-58.23
166.81,86.62,-55.29
215.44,74.04,-52.31
278.26,63.74,-49.26
359.38,55.29,-46.09
464.16,48.32,-42.68
599.48,42.76,-38.88
774.26,38.30,-34.91
1000.00,34.80,-30.81
1291.55,32.21,-26.68
1668.10,30.20,-22.72
2154.43,28.76,-19.13
2782.56,27.67,-15.94
3593.81,26.91,-13.10
4641.59,26.31,-10.76
5994.84,25.93,-8.72
7742.64,25.65,-7.09
10000.00,25.40,-5.62
12915.50,25.28,-4.56
16681.01,25.20,-3.70
21544.35,25.09,-3.12
27825.59,25.11,-2.51
35938.14,25.04,-2.23
46415.89,24.92,-2.39
59948.43,24.88,-2.37
77426.37,24.85,-2.41
100000.00,24.89,-2.44


Well: C5 - MDCK II
Spectrum: Run.15 measured at 11/01/2008 10:15:09 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6807.24,-81.66
1.29,5368.33,-81.97
1.67,4235.44,-82.02
2.15,3369.88,-81.67
2.78,2653.32,-81.62
3.59,2093.63,-81.51
4.64,1659.44,-81.04
5.99,1322.07,-80.68
7.74,1033.14,-80.29
